id,name,price,shop,品牌,内存,CPU,销量
10059911930756,联想lenovo二手笔记本电脑 小新 Air 14/15.6寸 编程设计轻薄商务制图办公本学习 9新顶配四核i7二代16G1TB固态独显12款,739,鸿运电脑数码二手专营店,联想,135GB,Intel i7,879
10044527344295,HUMI 国行2025款英特尔可选酷睿金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 粉AI终端英特尔16Ultra全面屏 16G运行+256G超速硬盘,1098,HUMI旗舰店,其他,136GB,Intel 其他,398
100191111880,小米笔记本电脑国家补贴20%红米REDMI Book 14 2025焕新版轻薄本高性能13代酷睿 16G 512G新品上市,3499,京东自营,小米,137GB,Intel 其他,639
10095671736375,戴尔DELL二手笔记本14/15.6寸商务办公 视频剪辑 设计制图 轻薄笔记本电脑 i3-2210+8G+120G固态-核显2G 9成新,478,渝新优品二手电脑专营店,戴尔,138GB,Intel i3,420
25361143519,15.6英寸13代超极本学生便携办公游戏笔记本电脑 15Pro办公13代酷睿 120Hz高刷屏 16G内存/512G高速固态推荐定制版,2869,戴尔阳光雨尉专卖店,戴尔,139GB,Intel 其他,317
100154268235,联想笔记本电脑小新16 2025高性能轻薄本 英特尔酷睿标压i5 24G 512G 高色域 办公国家补贴20%,3999,京东自营,联想,140GB,Intel i5,1179
100154268231,联想笔记本电脑小新14 2025高性能轻薄本 英特尔酷睿标压i5 24G 512G 高色域 办公国家补贴20%,3799,京东自营,联想,141GB,Intel i5,1540
100160186639,荣耀笔记本X14 2025 战斗版国家补贴13代酷睿标压i5 16G 512G 14吋护眼屏 轻薄笔记本电脑 灰,3299,京东自营,荣耀,142GB,Intel i5,1064
100195825476,Apple/苹果国家补贴AI笔记本/2025款MacBook Air13英寸M4 (10+8核) 16G 256G银色电脑MW0W3CH/A,7999,京东自营,苹果,143GB,其他,776
10071769288321,戴尔DELL 二手笔记本电脑灵越成就14/15.6寸轻薄便携 制图设计商务办公网课学习高配独显游戏本 酷睿I7二代-16G-1TB独显强劲办公12款 95成新,908,大福门二手电脑专营店,戴尔,144GB,Intel i7,366
100095583537,惠普HP国家补贴20%战66七代 AMD锐龙16英寸轻薄笔记本电脑(高性能R7 16G 1T 2.5K高色域低蓝光120Hz),4499,京东自营,惠普,145GB,Ryzen 7,1649
10106082898109,华硕天选4/3plus笔记本电脑游戏本15.6寸旗舰独显学生设计轻薄本 I5-9300H/GTX1650/120HZ高刷 16GB内存+512固态 正品样机|支持检测,2149,鲸智游戏本展销经营部,华硕,146GB,Intel i5,785
10087708044008,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 轻薄款14代英特尔IPS护眼屏 32GB运存+...,2438,HALIWEI旗舰店,其他,147GB,Intel i7,721
100165430241,联想笔记本电脑小新16高能轻薄本 标压锐龙7 8745H 16G 512G 高色域护眼屏 丰富接口国家补贴20%,3699,京东自营,联想,148GB,AMD 锐龙,350
10078916397544,KHXZ国行新品2025款英特尔+酷睿i7金属笔记本电脑轻薄本大学生上网课设计学习商务办公AI游戏手提 高配英特尔16Pro+IPS窄边屏+护眼抗蓝光 16G运行+256...,960,晶品必优电脑办公专营店,其他,149GB,Intel i7,1078
10120535690073,HAWEIAI Book1月新款2025英特尔酷睿i9/I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 酷睿i9畅玩黑神话悟空高端玩家 32G内存+2TB超速硬盘,8188,亿盛源电脑办公专营店,其他,150GB,Intel i7,473
100110858143,联想笔记本电脑小新Pro14超能本 高性能轻薄本锐龙7 8745H 24G 1T 2.8K OLED高刷 游戏国家补贴20%,4899,京东自营,联想,151GB,AMD 锐龙,818
10136138740848,i9+4060独显笔记本电脑4K高性能粉色轻薄本学生设计办公AI游戏本 智能AI+英特尔i7级Pro粉4K级护眼+指纹 48G超速运存+1T固态,2588,HUAKIN笔记本旗舰店,其他,152GB,Intel i7,1029
10053758851867,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 轻薄款14代英特尔IPS护眼屏 16GB运存+...,1868,HALIWEI旗舰店,其他,153GB,Intel i7,660
10107344657831,联想拯救者Y7000 畅玩 黑神话悟空 2024款电竞游戏本r学生专业p设计笔记本电脑RTX4060独显 14核i7-13650HX 32G 1T定制升级 碳晶灰 144Hz高刷电竞15.6英寸屏,6326,星想联笔记本旗舰店,联想,154GB,Intel i7,936
10136138740843,i9+4060独显笔记本电脑4K高性能粉色轻薄本学生设计办公AI游戏本 智能AI+英特尔i7级Pro银4K级护眼+指纹 48G超速运存+1T固态,2588,HUAKIN笔记本旗舰店,其他,155GB,Intel i7,1022
10026339650208,苹果Apple MacBook Pro/Air 二手苹果笔记本电脑 商务 办公 游戏 设计 剪辑 95新超薄丨店长力荐17款D42-8G/256,1509,京品严选二手电脑旗舰店,苹果,156GB,其他,271
100169522143,机械革命蛟龙16Pro 2025 16英寸游戏电竞笔记本电脑(R9-8945HX 32G 1T RTX5070Ti 300HZ 2.5K 灰),10499,京东自营,机械革命,157GB,Ryzen 9,629
100053554916,戴睿dere国家补贴英特尔轻薄本14英寸便携笔记本电脑自营学生网课设计游戏娱乐商务办公本 8G+256G星空灰,1175,京东自营,其他,158GB,其他,377
10107949650350,电竞笔记本 P15 i5-12450H/RTX3050 碳原灰 *性价比推荐 16G内存 512G固态,4399,七彩虹笔记本电脑专卖店,七彩虹,159GB,Intel i5,780
100200228962,玩嘉 国补20% 2025笔记本电脑轻薄本学生网课设计手提金属商务办公本 16pro高端 银色32G+1TB,2098,京东自营,其他,160GB,其他,314
10115117113563,HAWEIAI Book1月新款2025英特尔酷睿i9/I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 英特尔14 Pro2.5K全面屏+抗蓝光+指纹 16G内存+1TB超速硬盘,2788,亿盛源电脑办公专营店,其他,161GB,Intel i7,537
10100620074511,戴睿dere国行2025新款英特尔13代+酷睿i7独显笔记本电脑轻薄本Ai高性能轻薄本 商务便携手提电脑游戏本 超薄时尚款14代高配+14英寸IPS窄边...,1196,戴睿电脑办公旗舰店,其他,162GB,Intel i7,271
10138396777461,联想V14/V15笔记本电脑 企业办公商务家用学生网课轻薄便携本 窄边高清护眼防眩光屏 全新英特尔N4500 行业热卖15.6英寸 8GB 256G高速固态,2199,京东自营,联想,163GB,Intel 其他,501
100135194629,小米MI笔记本电脑国家补贴20%红米REDMI Book 16 2025轻薄本办公本高性能英特尔酷睿Core5-210H新品,4199,京东自营,小米,164GB,Intel 其他,791
100145774898,戴尔DELL国家补贴 笔记本电脑 灵越14PLUS-7440 14英寸2.2K高性能轻薄本商务办公本(i7标压 16G 1T),4999,京东自营,戴尔,165GB,Intel i7,878
10129640458291,机械革命蛟龙15K国家补贴20%八大核R7满血RTX光追独显高性能游戏本15.6英寸学生设计办公笔记本电脑 R7-7435H丨满血RTX3050 16G内存 512固态标准版 1...,4499,机械革命笔记本旗舰店,机械革命,166GB,Ryzen 7,1102
100145367056,方正鲲鹏系列笔记本电脑国家补贴20%办公英特尔N100轻薄本16G高性能商务15.6英寸1TB大容量手提电脑,2169,京东自营,其他,167GB,Intel 其他,293
100052658283,华硕天选4锐龙版 国家补贴20% 15.6英寸高性能游戏本 笔记本电脑(R7-7735H 16G 512G RTX4060 144Hz)青,6599,京东自营,华硕,168GB,Ryzen 7,1563
10135129497427,小米MI小米笔记本电脑游戏本红米i7吃鸡游戏 小米Air12-M36Y30-4G-128G,999,茗哲数码商行经营部,小米,169GB,Intel i7,886
100204615186,荣耀笔记本X14 2025 战斗版国家补贴13代酷睿标压i5 16G 1T 14吋护眼屏 轻薄笔记本电脑 灰,3599,京东自营,荣耀,170GB,Intel i5,1150
100137550864,戴睿dere国家补贴英特尔14英寸2K超清屏笔记本电脑自营超轻薄便携学生网课游戏商务办公16G/512G星空灰,1660,京东自营,其他,171GB,其他,501
10133761920294,联想笔记本电脑二手14 15寸独显游戏本超薄本办公学生二手笔记本电脑 详细性能介绍以及外观图在商品详情页往下拉 14寸联想笔记本电脑i3-2410M四线程...,498,屹程二手笔记本电脑专营店,联想,172GB,Intel i3,616
100147630014,联想笔记本电脑小新16高能轻薄本 标压锐龙7 8745H 16G 512G 高色域护眼屏 丰富接口国家补贴20%,3699,京东自营,联想,173GB,AMD 锐龙,404
10135137838067,Apple Macbook Pro二手苹果笔记本电脑超强M芯商务办公娱乐设计剪辑开发后期制作 99成新 18款13寸八代i5/8G-256G银/灰9Q2,2299,千选优品二手电脑专营店,苹果,174GB,Intel i5,1387
100074237830,神舟HASEE国家补贴20%战神S8 13代酷睿i7 游戏本笔记本电脑(i7-13620H 16G 512G RTX4060 144Hz),5499,京东自营,神舟,175GB,Intel i7,1200
10136852274041,联想小新Pro14笔记本电脑 2025可选酷睿i5高性能超轻薄本商务设计办公游戏扬天V学生编程手提本Air14 N100 16G内存 512G固态 P14H IPS全高清屏 满血性能显卡 ...,2289,联想商用丽邦专卖店,联想,176GB,Intel i5,888
10150986133723,樱本2025笔记本电脑高性能游戏本英特尔i7满血独显卡金属轻薄本校园网课学习办公设计全能本便携ai手提 锐龙版90Hz高刷新+全能本+指纹解锁 32GB运...,3199,樱本旗舰店,其他,177GB,Intel i7,733
10143068555609,补贴22%酷睿i9级英特尔笔记本电脑轻薄网课设计学习商务办公 14英寸15代英特尔+4K级IPS屏 16G+512G极速硬盘,799,ZHI派智选数码经营部,其他,178GB,Intel i9,748
10043707831367,苹果 Apple MacBook Pro/Air 二手苹果笔记本电脑 办公设计游戏 M1/M2/M3 京选电脑 | 一机一检 95新特惠秒杀款13寸Pro i5-8-256,836,京选品质二手电脑专营店,苹果,179GB,Intel i5,549
100109152429,联想笔记本电脑小新Pro14 AI超能本 高性能轻薄本酷睿Ultra5 32G 1T 2.8K高刷屏 游戏国家补贴20%,5499,京东自营,联想,180GB,Intel 其他,971
10125961513978,联想ThinkPad98%商务选择二手笔记本电脑 T420/T430 轻薄办公 绘图剪辑工程游戏 双核随机14寸4G+128G特惠款,400,方与园二手电脑专营店,联想,181GB,其他,329
10091956304330,15.6英寸13代超极本学生便携办公游戏笔记本电脑 15Pro推荐13代酷睿i5 120Hz护眼屏 32G内存/1TB高速固态旗舰定制版,3800,戴尔阳光雨尉专卖店,戴尔,182GB,Intel i5,1027
10115117113565,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 英特尔14 Pro2.5K全面屏+抗蓝光+指纹 32G内存+256G超速硬盘,2288,亿盛源电脑办公专营店,其他,183GB,Intel i7,448
10058220095815,联想笔记本电脑国家补贴20%14英寸轻薄本大学生女办公本商务小新pro14升级款手提联想生态异能者 新品N100 8G内存 256G固态 全高清IPS屏,2099,联想爱特家专卖店,联想,184GB,Intel 其他,563
100096937103,神舟HASEE国家补贴20%优雅X5-15.6英寸轻薄电脑(14核i9-12900H 16GB LPDDR5 512G 1080P Wi-Fi6 )银,2999,京东自营,神舟,185GB,Intel i9,569
100152154897,长城国家补贴20% Gbook D15N笔记本电脑15.6英寸新款英特尔12代N100轻薄大屏性能本45.6Wh电池16G+512G,1999,京东自营,其他,186GB,Intel 其他,291
10134103764983,联想拯救者Y9000P 2025补贴20%游戏笔记本电脑 可选RTX4070满血独显电竞大学生商务设计昭阳/Think可选 i7-13620H 16G +512G固态丨X3 1w+热销爆款 官方正品,4699,拯救者电竞电脑授权店,联想,187GB,Intel i7,1952
10147034074677,小米笔记本电脑Air13轻薄便携商务办公设计13.3英寸翻转2.8K触摸屏 非翻转8代i5/8G/256G/2G独显 官方标配|硬盘可升级定制 店保两年正品保障,1599,京优甄选电竞拼购店,小米,188GB,Intel i5,698
100107959127,AOC新款遇见M156国家补贴20%15.6英寸高性能轻薄本商务办公手提学生笔记本电脑新一代酷睿i5+16G+512G,2399,京东自营,其他,189GB,Intel i5,502
10147246432306,机械革命无界14X 国家补贴20%2025新品 高性能锐龙轻薄本 设计师商务办公大学生笔记本电脑 R7-8745HS 24G 1T 120Hz 2.8K高色域,3989,星想联笔记本旗舰店,机械革命,190GB,Ryzen 7,838
10116233335292,补贴20%英特尔可选酷睿笔记本电脑轻薄网课设计学习商务办公 顶配N95-英特尔+15代+窄边全面屏 32G运行+512G超速硬盘,899,甄选电脑数码经营部,其他,191GB,Intel N系列,358
100104981510,戴尔DELL国家补贴 笔记本电脑 灵越3530 15.6英寸轻薄本商务办公本酷睿i5 16G 512GB 锐炬显卡120Hz全面屏,3599,京东自营,戴尔,192GB,Intel i5,999
100145367054,方正鲲鹏系列笔记本电脑国家补贴20%轻薄办公本15.6英寸英特尔N100高性能16G商务娱乐256G手提电脑,1669,京东自营,其他,193GB,Intel 其他,466
10113852391646,机械革命MECHREVO蛟龙16K 2025旗舰版16Pro游戏本锐龙7 16英寸4050高性能学生设计办公电竞游戏笔记本电脑 旗舰R7/4050/165Hz 16G-512G,4999,机械革命MECHREVO旗舰店,机械革命,194GB,Ryzen 7,1074
10107948296301,HUATWAI国行2025新款英特尔酷睿i7笔记本电脑轻薄本15.6英寸高清IPS屏商务办公网课设计大学生游戏本 旗舰款全新16代英特尔Pro Book 粉色 16G大运...,1598,HUATWAI旗舰店,其他,195GB,Intel i7,405
100212983744,WIKO Hi MateBook D 14 华为智选笔记本电脑 高性能酷睿处理器 护眼轻薄本 Core 5 16G 1T 皓月银,4499,京东自营,华为,196GB,Intel 其他,537
10115994392760,华品智选2025款16代英特尔轻薄本酷睿i7高性能笔记本电脑商务办公本独显游戏本学生本专用设计师本 英特尔 16代轻薄本 高清护眼 32G运行+512G超速硬盘,1838,华品智旗舰店,其他,197GB,Intel i7,592
10109470164190,戴尔DELL灵越Pro15 3530轻薄便携办公15.6英寸笔记本大学生游戏手提电脑 灵越353013代酷睿 120HZ高刷 16G内存 512G固态推荐定制款,2869,戴尔DELL维克特睿专卖店,戴尔,198GB,Intel 其他,684
10120675185848,NAIWO国行2025款16代英特尔+AMD锐龙大屏笔记本电脑轻薄便携DeepSeek笔记本学生学习商务Ai办公游戏 英特尔Max17.3英寸巨幕大屏Ai+指纹背光-银 32G运行+1T...,1938,NAIWO旗舰店,其他,199GB,AMD 其他,878
100147681208,荣耀笔记本 X16 2025 国家补贴13代酷睿标压i7 16G 1T 全金属机身 16吋护眼屏 轻薄笔记本电脑 灰,3999,京东自营,荣耀,200GB,Intel i7,907
10094455537741,联想Lenovo二手笔记本电脑 小新Air/Pro14/15.6寸剪辑编程设计制图商务办公轻薄本 9新顶配四核i7二代16G1TB固态独显12款,913,星晟二手电脑专营店,联想,201GB,Intel i7,2047
100149749549,荣耀MagicBook Pro14国家补贴20%AI轻薄笔记本 92Wh电池 14.6吋U5-225H 32G 1T 3.1K绿洲护眼屏 灰,6099,京东自营,荣耀,202GB,其他,651
10133031909465,极械革命2025新款笔记本电脑酷睿i9百万跑分性能怪兽编程高清护眼AI轻薄本黑悟空金属4060电竞游戏本 革命系列酷睿i9级+独显+指纹解锁+英雄联盟 3...,4526,极械元启小新专卖店,联想,203GB,Intel i9,337
10148410852389,UIG拯救系列国行2025新英特尔酷睿i964G笔记本电脑轻薄本学生办公高性能游戏本金榜设计AI手提本 拯救系列满血标压酷睿+3050独显全能本 32...,5548,UIG电脑旗舰店,其他,204GB,Intel i9,1250
10144480057921,荣耀HONOR荣耀笔记本电脑MagicBook X14 Plus 国家补贴20% 锐龙标压高性能办公商务学生轻薄本手提电脑HS33 R7-8845HS 32G+1T 2.8K高刷屏,4999,京东自营,荣耀,205GB,Ryzen 7,2416
100120915567,方正国家补贴20%笔记本电脑展翅系列15.6寸轻薄本酷睿i5-1240P办公本32G高性能1TB大容量学习手提电脑,3189,京东自营,其他,206GB,Intel i5,430
10055178870970,iru2025款金属14代全新国行可选17英寸轻薄笔记本电脑英特尔商务办公学生女生上网课游戏本便携本手提 15.6英寸英特尔旗舰180翻转屏+指纹 32G内存+512G高速固态,2199,iru旗舰店,其他,207GB,其他,476
10115117113560,HAWEIAI Book1月新款2025英特尔酷睿i9/I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 英特尔13 Pro2.5K全面屏+抗蓝光+指纹 32G内存+2TB超速硬盘,4288,亿盛源电脑办公专营店,其他,208GB,Intel i7,645
10147241302624,荣耀笔记本X16 Plus 锐龙版国家补贴 AI全能轻薄笔记本 高性能R7-8845HS 16G 512G 16吋护眼大屏 R7-8845HS 16G+512G,4199,正麦笔记本旗舰店,荣耀,209GB,Ryzen 7,2172
100155374391,七彩虹Colorful隐星P16 Pro 13代酷睿i9 16英寸游戏笔记本电脑(i9-13900HX 32G 1T RTX5070Ti 240Hz,9999,京东自营,七彩虹,210GB,Intel i9,896
10107864998754,LGME拯救系列2025新款笔记本电脑酷睿i9/i7+RTX4060独显高性能金属AI编程设计轻薄本黑悟空电竞游戏本 拯救系列满血标压酷睿i9+独显+畅玩黑悟空 32G超...,4388,LGME旗舰店,lg,211GB,Intel i7,1368
10109225469458,联想Lenovo)二手笔记本电脑小新 Air/pro 14寸 剪辑编程轻薄商务制图办公本 双核Intel/8G/256G爆款推荐 - 9成新,788,方与园二手电脑专营店,联想,212GB,Intel 其他,889
10107525100534,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 AI终端英特尔16pro+4K窄边全面屏蓝光级 32G...,1688,HALIWEI旗舰店,其他,213GB,Intel i7,858
10115117113558,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 英特尔13 Pro2.5K全面屏+抗蓝光+指纹 32G内存+512G超速硬盘,2388,亿盛源电脑办公专营店,其他,214GB,Intel i7,816
100101046549,惠普HP国家补贴20%锐15 酷睿版15.6英寸轻薄笔记本电脑(英特尔13代i5-1340P 16G 512G指纹 一年上门),3399,京东自营,惠普,215GB,Intel i5,975
100111339455,惠普HP国家补贴20%战66 六代 14英寸轻薄笔记本电脑锐龙版 高性能R5 16G 512G 高色域低蓝光  AI,3299,京东自营,惠普,216GB,Ryzen 5,1229
